Seasonal Variation (Data Source),Simulation Run Number,T-R Separation Distance (m),Time Delay (ns),Received Power (dBm), Phase (rad),Azimuth AoD (degree),Elevation AoD (degree),Azimuth AoA (degree),Elevation AoA (degree),Path Loss (dB),RMS Delay Spread (ns),Season,Frequency,RIS Gain (dB),RIS Path Loss (dB)
SummerL,3,347.9,1578,-159.0,1.6,189,-5.9,185.9,10,157.5,75.1,2,7.125,44.9226,112.5774
SummerL,3,347.9,1582,-154.2,0.5,167,-4.1,188.7,1,169.8,99.4,2,7.125,41.8489,127.9511
SummerL,3,347.9,1586,-154.4,3.7,171,-10.9,172.8,-5,164.4,42.8,2,7.125,45.0709,119.3291
SummerL,3,347.9,1591,-156.6,4.2,124,-12.2,197.3,-1,159.5,54.1,2,7.125,12.9768,146.5232
SummerL,3,347.9,1595,-156.8,3.7,135,-8.5,186.9,4,159.4,100.8,2,7.125,27.8967,131.5033
SummerM,1,376.7,1256,-121.5,5.5,286,-4.2,37.2,-6,150.6,30.6,2,7.125,13.721,136.879
SummerM,1,376.7,1259,-115.1,1.7,296,2.0,49.5,-2,144.9,11.1,2,7.125,15.1442,129.7558
SummerM,1,376.7,1262,-112.8,4.9,283,-3.5,49.4,2,142.8,8.2,2,7.125,22.5593,120.2407
SummerM,1,376.7,1266,-131.1,3.8,286,-0.1,30.6,-6,155.7,36.0,2,7.125,9.5949,146.1051
SummerM,1,376.7,1270,-125.2,0.1,280,2.5,47.1,-11,155.0,10.0,2,7.125,22.9902,132.0098
SummerM,1,376.7,1274,-123.7,4.4,296,-2.9,43.0,1,150.5,39.1,2,7.125,11.1575,139.3425
SummerM,1,376.7,1279,-136.8,0.1,303,0.5,43.1,-11,160.5,34.2,2,7.125,6.703,153.797
SummerM,1,376.7,1283,-140.1,4.3,277,-4.0,39.8,-6,158.8,27.7,2,7.125,20.732,138.068
SummerM,1,376.7,1328,-137.9,5.5,294,1.0,34.0,6,163.6,64.4,2,7.125,6.7409,156.8591
SummerM,1,376.7,1331,-123.1,2.7,295,-4.8,54.6,-4,150.6,37.0,2,7.125,19.1925,131.4075
SummerM,1,376.7,1335,-119.8,4.0,293,-2.8,39.1,-11,149.5,18.9,2,7.125,10.7888,138.7112
SummerM,1,376.7,1338,-134.3,3.7,284,-5.3,44.7,5,146.6,13.3,2,7.125,19.881,126.719
SummerM,1,376.7,1342,-134.3,1.4,278,-1.1,47.7,-4,150.2,16.5,2,7.125,24.9053,125.2947
SummerM,1,376.7,1346,-131.6,4.9,287,-5.6,48.5,0,145.8,16.1,2,7.125,20.3975,125.4025
SummerM,1,376.7,1350,-129.0,1.8,282,-5.7,31.1,-6,154.6,45.8,2,7.125,12.79,141.81
SummerM,1,376.7,1354,-129.8,5.8,283,-7.5,32.0,3,158.2,39.8,2,7.125,12.7414,145.4586
SummerM,1,376.7,1359,-121.2,1.9,255,-1.3,40.0,-3,151.2,3.9,2,7.125,32.108,119.092
SummerM,1,376.7,1363,-134.6,3.4,292,-4.1,39.3,-3,152.8,41.7,2,7.125,11.6706,141.1294
SummerM,1,376.7,1368,-145.7,2.1,294,1.5,51.3,5,150.8,15.1,2,7.125,18.0278,132.7722
SummerM,1,376.7,1456,-131.3,1.5,296,-4.1,41.4,6,155.0,77.8,2,7.125,10.7225,144.2775
SummerM,1,376.7,1460,-152.3,3.4,271,-7.0,46.2,7,166.1,32.5,2,7.125,28.6852,137.4148
SummerM,1,376.7,1466,-152.2,0.7,276,-1.4,53.4,-5,157.2,22.5,2,7.125,29.8113,127.3887
SummerM,1,376.7,1474,-144.6,0.9,297,-3.6,53.8,-6,151.0,37.9,2,7.125,18.304,132.696
SummerM,1,376.7,1482,-151.4,0.6,297,-3.9,30.3,-3,165.4,48.8,2,7.125,2.3425,163.0575
SummerM,1,376.7,1492,-154.7,2.0,305,-1.1,47.7,-2,158.0,19.3,2,7.125,8.9732,149.0268
SummerM,1,376.7,1502,-158.0,5.1,287,1.3,36.7,-6,153.8,33.5,2,7.125,13.7998,140.0002
SummerM,2,150.1,500,-114.0,1.2,16,-1.8,319.1,1,144.0,0.6,2,7.125,34.6246,109.3754
SummerM,2,150.1,504,-107.9,5.4,12,-5.2,127.2,-31,137.9,0.1,2,7.125,27.0415,110.8585
SummerM,2,150.1,508,-104.6,1.7,54,9.0,130.6,-11,134.5,3.7,2,7.125,14.7434,119.7566
SummerM,2,150.1,513,-114.8,3.4,8,-6.5,307.0,8,144.8,1.5,2,7.125,30.9078,113.8922
SummerM,2,150.1,518,-130.6,3.5,53,4.0,140.1,-5,150.0,21.4,2,7.125,3.2322,146.7678
SummerM,2,150.1,524,-119.5,6.1,46,-0.7,122.9,-17,149.4,2.4,2,7.125,14.5165,134.8835
SummerM,2,150.1,530,-127.1,1.7,334,-3.2,138.2,-1,157.1,3.3,2,7.125,61.783,95.317
SummerM,2,150.1,537,-117.6,1.7,345,-7.5,134.4,-14,147.5,14.1,2,7.125,55.4291,92.0709
SummerM,2,150.1,543,-123.6,1.9,56,6.4,303.9,8,153.3,11.8,2,7.125,24.2883,129.0117
SummerM,2,150.1,550,-118.6,3.5,53,5.3,133.9,-3,143.5,19.6,2,7.125,10.2401,133.2599
SummerM,2,150.1,557,-132.9,2.4,338,-1.1,141.3,-13,160.8,12.0,2,7.125,62.1952,98.6048
SummerM,2,150.1,564,-121.9,1.5,41,4.0,313.5,4,151.9,4.2,2,7.125,2.8406,149.0594
SummerM,2,150.1,572,-137.9,4.2,10,-5.9,297.8,10,155.8,14.5,2,7.125,19.9731,135.8269
SummerM,2,150.1,579,-123.9,1.6,356,-5.3,312.1,9,153.7,38.4,2,7.125,47.2139,106.4861
SummerM,2,150.1,587,-134.1,6.0,360,-1.8,144.2,-24,164.1,7.2,2,7.125,53.319,110.781
SummerM,2,150.1,595,-130.2,3.1,350,-3.0,129.4,-10,154.7,60.1,2,7.125,50.0773,104.6227
SummerM,2,150.1,603,-148.1,2.7,49,4.4,322.8,1,166.1,32.4,2,7.125,4.3853,161.7147
SummerM,2,150.1,611,-136.7,3.6,57,4.2,297.4,2,161.3,39.0,2,7.125,32.7899,128.5101
SummerM,2,150.1,619,-147.7,3.9,84,-1.0,139.9,0,174.6,88.0,2,7.125,37.338,137.262
SummerM,2,150.1,627,-155.7,5.1,74,1.5,309.7,10,174.2,88.7,2,7.125,37.6513,136.5487
SummerM,2,150.1,635,-141.2,5.5,56,6.5,142.5,11,164.4,51.7,2,7.125,4.092,160.308
SummerM,2,150.1,644,-148.7,1.0,2,-10.3,135.5,-8,167.1,37.7,2,7.125,46.3058,120.7942
SummerM,2,150.1,653,-154.6,0.6,65,-1.8,145.0,-7,174.2,83.8,2,7.125,11.7233,162.4767
SummerM,2,150.1,661,-154.7,2.0,0,-0.8,129.9,1,176.4,55.0,2,7.125,43.4433,132.9567
SummerM,2,150.1,748,-135.3,3.9,349,-4.9,130.1,-10,152.7,51.8,2,7.125,54.5262,98.1738
SummerM,2,150.1,751,-134.7,0.9,66,-0.1,135.4,-7,162.6,113.8,2,7.125,24.6795,137.9205
SummerM,2,150.1,755,-139.2,0.2,352,-9.2,141.3,-6,165.1,106.9,2,7.125,60.4056,104.6944
SummerM,2,150.1,759,-135.7,3.6,51,12.4,124.9,-6,142.6,17.7,2,7.125,19.5115,123.0885
SummerM,2,150.1,763,-133.8,0.2,356,-5.4,310.3,14,156.4,70.7,2,7.125,49.2145,107.1855
SummerM,2,150.1,767,-144.4,4.5,76,-0.4,132.3,0,171.3,109.0,2,7.125,39.1573,132.1427
SummerM,2,150.1,771,-148.8,1.3,74,5.2,305.3,13,174.9,124.0,2,7.125,44.1927,130.7073
SummerM,2,150.1,776,-139.2,1.6,78,3.5,137.1,-6,166.9,125.6,2,7.125,36.3665,130.5335
SummerM,2,150.1,781,-147.6,6.0,357,0.7,139.7,-13,170.2,102.9,2,7.125,56.4383,113.7617
SummerM,2,150.1,785,-158.4,1.1,4,-7.3,291.4,7,172.1,47.6,2,7.125,21.2489,150.8511
SummerM,2,150.1,790,-145.0,5.0,67,4.7,141.0,-9,167.2,126.6,2,7.125,19.6229,147.5771
SummerM,2,150.1,795,-144.3,0.3,66,4.9,304.5,3,167.7,106.6,2,7.125,37.2674,130.4326
SummerM,2,150.1,800,-145.0,1.9,50,8.2,307.1,1,161.2,56.7,2,7.125,15.9534,145.2466
SummerM,2,150.1,805,-148.5,6.1,50,2.7,143.9,-8,159.5,36.6,2,7.125,4.8695,154.6305
SummerM,2,150.1,810,-152.6,1.7,2,-11.4,141.2,-26,177.8,141.1,2,7.125,54.2978,123.5022
SummerM,2,150.1,816,-152.8,0.8,45,2.0,136.2,-9,153.2,17.1,2,7.125,1.5055,151.6945
SummerM,3,350.7,1169,-116.5,3.0,72,-5.2,26.5,1,146.5,4.8,2,7.125,27.5824,118.9176
SummerM,3,350.7,1173,-126.4,2.0,85,5.5,289.9,3,154.3,3.6,2,7.125,35.7414,118.5586
SummerM,3,350.7,1178,-126.4,5.2,86,4.3,292.3,0,154.3,4.4,2,7.125,35.3836,118.9164
SummerM,3,350.7,1185,-134.6,4.7,146,-7.3,13.0,2,164.0,49.5,2,7.125,26.9799,137.0201
SummerM,3,350.7,1221,-131.5,0.9,142,-7.6,306.2,1,161.5,3.5,2,7.125,38.5153,122.9847
SummerM,3,350.7,1224,-123.5,0.4,67,-0.7,20.4,-6,152.9,18.6,2,7.125,27.5293,125.3707
SummerM,3,350.7,1228,-140.3,3.3,265,-8.4,20.2,-1,167.4,34.3,2,7.125,17.0817,150.3183
SummerM,3,350.7,1232,-130.6,4.7,271,-8.8,21.9,-8,160.5,4.2,2,7.125,14.3303,146.1697
SummerM,3,350.7,1237,-145.0,5.3,87,-1.1,19.7,1,164.2,14.8,2,7.125,15.5271,148.6729
SummerM,3,350.7,1242,-134.5,4.5,245,-12.9,4.6,-2,164.5,1.9,2,7.125,19.9061,144.5939
SummerM,3,350.7,1248,-129.9,5.6,81,-1.2,19.1,1,158.4,36.6,2,7.125,19.0187,139.3813
SummerM,3,350.7,1253,-140.0,1.0,161,-8.4,15.0,8,168.7,31.1,2,7.125,33.529,135.171
SummerM,3,350.7,1259,-149.3,1.3,277,-4.9,296.7,13,178.9,23.3,2,7.125,38.1495,140.7505
SummerM,3,350.7,1265,-133.7,5.5,103,1.9,293.8,0,163.6,7.7,2,7.125,39.88,123.72
SummerM,3,350.7,1271,-151.9,2.9,139,-2.8,301.7,0,167.3,11.1,2,7.125,38.8368,128.4632
SummerM,3,350.7,1277,-151.4,1.2,149,-7.9,292.9,1,178.9,49.9,2,7.125,32.9296,145.9704
SummerM,3,350.7,1319,-133.8,4.6,175,-3.9,22.9,-2,163.6,27.0,2,7.125,36.4999,127.1001
SummerM,3,350.7,1322,-135.1,5.6,168,-9.0,12.7,13,164.9,12.7,2,7.125,37.5572,127.3428
SummerM,3,350.7,1327,-139.2,5.0,74,-2.9,7.2,3,168.2,58.9,2,7.125,16.3109,151.8891
SummerM,3,350.7,1333,-138.8,5.3,150,-5.5,8.6,2,165.7,73.7,2,7.125,32.4192,133.2808
SummerM,3,350.7,1339,-139.5,3.4,162,-8.9,303.7,0,169.5,10.3,2,7.125,32.6155,136.8845
SummerM,3,350.7,1346,-145.1,1.3,279,-8.0,299.7,3,174.9,27.4,2,7.125,38.9623,135.9377
SummerM,3,350.7,1354,-144.5,3.3,251,-7.7,278.1,-5,174.5,7.5,2,7.125,37.1708,137.3292
SummerM,3,350.7,1413,-146.9,5.3,61,-1.6,17.9,0,161.9,39.8,2,7.125,31.0474,130.8526
SummerM,3,350.7,1416,-148.6,1.4,80,-3.7,295.5,3,167.6,67.0,2,7.125,34.6489,132.9511
SummerM,3,350.7,1419,-149.5,4.5,262,-12.3,16.5,0,173.0,86.4,2,7.125,17.6656,155.3344
SummerM,3,350.7,1423,-147.0,5.4,62,-3.8,297.7,6,176.1,88.8,2,7.125,24.035,152.065
SummerM,3,350.7,1427,-154.6,3.0,155,-11.6,23.3,9,179.5,103.3,2,7.125,28.4074,151.0926
SummerM,3,350.7,1431,-153.8,2.9,74,-6.2,9.7,2,169.6,71.3,2,7.125,18.5411,151.0589
SummerM,3,350.7,1435,-151.5,5.9,138,-6.6,25.7,-3,175.9,116.2,2,7.125,16.2434,159.6566
SummerM,3,350.7,1439,-149.8,3.9,80,-3.9,17.1,-6,165.3,54.1,2,7.125,19.5242,145.7758
SummerM,3,350.7,1444,-154.4,5.1,260,-9.2,19.5,-5,172.5,68.3,2,7.125,21.1367,151.3633
SummerM,3,350.7,1448,-154.4,2.5,83,-4.3,302.5,-1,176.6,113.2,2,7.125,33.1612,143.4388
SummerM,3,350.7,1452,-159.4,2.0,71,-3.0,19.0,12,167.9,28.9,2,7.125,26.4905,141.4095
SummerM,3,350.7,1471,-152.2,3.1,70,-0.1,6.1,2,171.0,71.6,2,7.125,19.0382,151.9618
SummerM,3,350.7,1475,-156.0,0.8,97,2.0,17.6,-10,182.1,124.3,2,7.125,7.97,174.13
SummerM,3,350.7,1485,-157.4,6.0,260,-8.5,20.9,5,175.3,85.1,2,7.125,22.3166,152.9834
SummerH,1,106.0,353,-122.5,6.2,179,2.1,184.1,6,152.4,7.9,2,7.125,77.3842,75.0158
SummerH,1,106.0,356,-118.9,1.3,184,-0.8,318.3,-4,148.7,22.8,2,7.125,54.3347,94.3653
SummerH,1,106.0,360,-120.3,5.8,174,1.6,316.3,7,150.2,17.1,2,7.125,61.666,88.534
SummerH,1,106.0,364,-115.3,4.2,193,3.0,324.3,5,145.3,6.3,2,7.125,51.5315,93.7685
SummerH,1,106.0,369,-135.1,4.7,168,-0.6,59.2,4,164.9,18.2,2,7.125,25.2183,139.6817
SummerH,1,106.0,374,-123.7,2.4,182,2.5,178.7,-4,153.4,26.0,2,7.125,78.2987,75.1013
SummerH,1,106.0,379,-128.3,3.0,178,0.0,50.3,10,158.1,18.0,2,7.125,48.0686,110.0314
SummerH,1,106.0,384,-136.4,0.7,187,1.6,318.9,5,151.5,61.3,2,7.125,52.6116,98.8884
SummerH,1,106.0,390,-142.5,5.6,173,0.4,306.8,5,161.0,45.7,2,7.125,54.6725,106.3275
SummerH,1,106.0,395,-139.4,2.8,168,0.3,41.5,-5,167.0,50.5,2,7.125,47.0895,119.9105
SummerH,1,106.0,401,-136.2,4.2,174,1.8,319.9,-1,156.4,42.2,2,7.125,65.7283,90.6717
SummerH,1,106.0,407,-134.8,4.6,169,6.1,182.7,-5,160.6,70.1,2,7.125,77.3224,83.2776
SummerH,1,106.0,413,-134.9,1.8,170,2.5,317.1,0,156.2,35.3,2,7.125,66.9994,89.2006
SummerH,1,106.0,419,-142.5,3.7,172,0.9,52.5,-7,168.5,48.9,2,7.125,39.3977,129.1023
SummerH,1,106.0,425,-143.7,2.3,150,1.4,179.4,-3,173.2,20.0,2,7.125,69.8874,103.3126
SummerH,1,106.0,431,-140.0,5.0,185,2.3,55.8,4,167.4,33.8,2,7.125,50.8334,116.5666
SummerH,1,106.0,437,-140.8,0.5,185,2.8,185.4,-8,160.4,29.3,2,7.125,80.6375,79.7625
SummerH,1,106.0,444,-140.4,6.2,202,1.3,320.4,11,162.7,31.0,2,7.125,38.4709,124.2291
SummerH,1,106.0,457,-158.5,0.0,164,4.8,44.4,4,174.6,38.5,2,7.125,40.1779,134.4221
SummerH,1,106.0,485,-130.7,5.6,170,-5.4,43.0,4,160.4,14.8,2,7.125,49.5437,110.8563
SummerH,1,106.0,488,-126.8,5.4,179,1.9,312.7,-1,153.3,66.2,2,7.125,56.9488,96.3512
SummerH,1,106.0,491,-139.3,4.4,173,0.3,46.8,6,162.0,55.0,2,7.125,48.7453,113.2547
SummerH,1,106.0,494,-136.4,5.6,182,-0.1,179.1,-2,154.3,32.0,2,7.125,82.5338,71.7662
SummerH,1,106.0,497,-138.2,2.9,188,-0.4,304.7,1,163.8,57.5,2,7.125,37.1789,126.6211
SummerH,1,106.0,499,-136.7,2.3,169,-1.6,48.4,-4,165.3,38.5,2,7.125,42.1563,123.1437
SummerH,1,106.0,543,-136.3,0.5,158,4.8,62.5,11,166.3,14.3,2,7.125,8.0855,158.2145
SummerH,1,106.0,546,-130.0,6.3,170,2.1,184.3,-7,159.1,58.2,2,7.125,81.8473,77.2527
SummerH,1,106.0,551,-145.4,5.5,168,-2.4,176.2,-1,170.4,76.7,2,7.125,83.7745,86.6255
SummerH,1,106.0,558,-125.7,0.0,188,1.4,312.6,7,154.8,72.8,2,7.125,48.2017,106.5983
SummerH,1,106.0,673,-155.3,4.3,190,-2.8,188.6,3,171.7,73.7,2,7.125,88.8944,82.8056
SummerH,1,106.0,676,-141.9,4.1,178,1.6,67.8,-8,170.6,132.5,2,7.125,30.7406,139.8594
SummerH,1,106.0,681,-142.3,2.6,167,-0.7,190.8,-8,165.8,69.6,2,7.125,81.616,84.184
SummerH,1,106.0,686,-151.7,3.0,180,1.0,176.1,-3,155.5,31.7,2,7.125,89.1702,66.3298
SummerH,1,106.0,692,-151.3,2.4,169,2.2,317.1,5,153.1,21.7,2,7.125,76.0574,77.0426
SummerH,1,106.0,698,-156.8,2.8,175,-0.5,330.8,8,173.8,95.7,2,7.125,81.9068,91.8932
SummerH,1,106.0,704,-151.2,0.2,169,5.7,314.0,6,156.5,28.8,2,7.125,73.7309,82.7691
SummerH,1,106.0,711,-155.9,2.7,178,-1.8,326.9,6,165.5,41.6,2,7.125,77.2819,88.2181
SummerH,1,106.0,718,-158.4,0.7,176,3.6,43.8,-2,171.9,72.7,2,7.125,60.7908,111.1092
SummerH,1,106.0,726,-156.7,0.3,177,0.0,57.3,11,163.9,28.8,2,7.125,44.9781,118.9219
SummerH,2,431.1,1437,-118.0,5.5,37,-11.1,223.8,17,148.0,1.5,2,7.125,35.2387,112.7613
SummerH,2,431.1,1440,-132.1,6.1,23,-8.9,222.6,11,161.8,12.8,2,7.125,33.4624,128.3376
SummerH,2,431.1,1446,-133.5,0.7,18,-17.1,217.2,13,162.5,21.4,2,7.125,33.6058,128.8942
SummerH,2,431.1,1452,-141.1,3.2,2,-12.5,229.8,24,171.0,3.4,2,7.125,23.9466,147.0534
SummerH,2,431.1,1459,-143.9,4.7,5,-8.1,215.3,32,173.8,7.2,2,7.125,30.8448,142.9552
SummerH,2,431.1,1466,-139.2,0.7,7,-9.9,221.4,13,167.8,41.1,2,7.125,29.5394,138.2606
SummerH,2,431.1,1474,-139.3,0.2,16,-15.1,217.4,16,163.4,27.4,2,7.125,33.4123,129.9877
SummerH,2,431.1,1482,-139.9,2.8,6,-18.0,218.5,14,168.5,29.6,2,7.125,30.3389,138.1611
SummerH,2,431.1,1491,-142.9,0.8,31,-5.8,218.4,10,163.4,19.4,2,7.125,35.7689,127.6311
SummerH,2,431.1,1500,-147.2,6.1,15,-17.3,222.0,26,175.5,23.5,2,7.125,32.2243,143.2757
SummerH,2,431.1,1510,-156.6,5.9,23,-12.7,218.7,3,172.2,33.5,2,7.125,34.9205,137.2795
SummerH,2,431.1,1520,-159.3,5.9,9,-13.4,212.2,31,179.4,23.1,2,7.125,33.4394,145.9606
SummerH,2,431.1,1569,-138.2,4.4,11,-10.4,212.0,10,167.1,40.2,2,7.125,34.4572,132.6428
SummerH,2,431.1,1572,-150.0,2.3,33,-13.4,219.1,12,156.4,10.8,2,7.125,36.7318,119.6682
SummerH,2,431.1,1578,-145.8,0.4,10,-9.1,206.5,8,170.6,17.8,2,7.125,35.4816,135.1184
SummerH,2,431.1,1586,-147.9,2.8,13,-13.0,218.5,12,165.7,55.4,2,7.125,33.4783,132.2217
SummerH,2,431.1,1595,-147.3,3.4,12,-13.3,223.4,9,169.5,67.4,2,7.125,31.7422,137.7578
SummerH,2,431.1,1604,-152.6,3.4,11,-11.1,211.4,8,167.7,38.5,2,7.125,34.9468,132.7532
SummerH,2,431.1,1615,-155.5,4.9,7,-13.8,224.1,12,169.4,47.0,2,7.125,29.8326,139.5674
SummerH,2,431.1,1753,-159.4,1.5,11,-12.8,215.3,12,166.4,60.8,2,7.125,35.4432,130.9568
SummerH,2,431.1,1756,-154.8,5.7,26,-15.2,221.4,15,163.9,30.5,2,7.125,37.5235,126.3765
SummerH,2,431.1,1759,-157.7,4.2,357,-15.6,218.8,18,180.1,121.7,2,7.125,29.0387,151.0613
SummerH,2,431.1,1763,-154.8,4.6,13,-13.2,221.4,4,175.0,102.7,2,7.125,34.303,140.697
SummerH,3,391.0,1303,-122.1,6.0,65,3.2,92.1,5,152.0,10.4,2,7.125,33.143,118.857
SummerH,3,391.0,1307,-124.2,6.1,65,4.5,101.9,-9,154.2,2.7,2,7.125,29.8102,124.3898
SummerH,3,391.0,1313,-134.9,3.3,58,11.1,105.1,7,164.5,32.3,2,7.125,25.4236,139.0764
SummerH,3,391.0,1320,-124.4,5.3,73,7.8,97.5,0,154.1,14.1,2,7.125,34.0603,120.0397
SummerH,3,391.0,1327,-125.9,5.6,80,7.7,107.4,-2,155.8,3.3,2,7.125,33.3045,122.4955
SummerH,3,391.0,1336,-132.7,5.9,67,2.0,87.1,-4,160.8,16.2,2,7.125,35.3275,125.4725
SummerH,3,391.0,1346,-138.7,2.9,63,7.4,109.6,11,167.2,22.9,2,7.125,25.9282,141.2718
SummerH,3,391.0,1356,-143.5,4.8,67,3.2,106.2,-2,162.5,21.8,2,7.125,29.3348,133.1652
SummerH,3,391.0,1366,-152.5,5.9,62,12.0,110.9,7,168.5,23.2,2,7.125,24.9617,143.5383
SummerH,3,391.0,1378,-146.0,5.1,70,6.4,108.4,0,164.5,28.1,2,7.125,29.8689,134.6311
SummerH,3,391.0,1389,-145.8,5.8,69,6.7,110.7,3,169.4,38.8,2,7.125,28.5532,140.8468
SummerH,3,391.0,1401,-147.1,2.8,64,1.6,103.1,6,165.7,40.2,2,7.125,29.7874,135.9126
SummerH,3,391.0,1414,-157.1,5.2,56,8.8,110.9,-2,176.6,34.7,2,7.125,22.1587,154.4413
SummerH,3,391.0,1440,-153.4,2.3,73,7.3,103.8,4,159.8,21.1,2,7.125,33.3641,126.4359
SummerH,3,391.0,1454,-157.3,1.1,87,6.5,111.2,4,168.1,15.2,2,7.125,35.5793,132.5207
SummerH,3,391.0,1468,-157.2,5.2,64,7.0,102.9,2,163.3,33.8,2,7.125,30.4853,132.8147
SummerH,3,391.0,1597,-147.1,5.7,84,5.0,95.9,4,170.7,116.0,2,7.125,39.8154,130.8846
SummerH,3,391.0,1601,-146.4,3.9,68,8.4,94.9,4,155.3,27.5,2,7.125,36.3291,118.9709
SummerH,3,391.0,1607,-149.0,2.0,56,6.3,101.5,9,168.2,82.8,2,7.125,28.6024,139.5976
SummerH,3,391.0,1627,-157.4,2.6,52,0.3,110.7,10,183.0,147.4,2,7.125,21.3226,161.6774
SummerH,3,391.0,1638,-155.3,0.5,71,9.0,104.3,6,163.1,32.9,2,7.125,34.4121,128.6879
SummerH,3,391.0,1665,-158.1,5.5,70,0.5,95.3,7,157.8,17.1,2,7.125,37.5104,120.2896
winterL,1,198.9,663,-109.8,0.6,257,-10.1,115.0,15,139.8,3.5,3,7.125,42.399,97.401
winterL,1,198.9,666,-103.3,4.3,265,-4.9,29.9,4,133.3,1.8,3,7.125,30.821,102.479
winterL,1,198.9,671,-105.6,0.9,149,0.5,329.2,6,135.6,2.3,3,7.125,53.9754,81.6246
winterL,1,198.9,677,-112.2,3.3,164,-1.7,109.2,6,142.2,0.9,3,7.125,31.1871,111.0129
winterL,1,198.9,684,-102.4,0.0,256,-6.9,262.5,15,132.4,3.0,3,7.125,53.9041,78.4959
winterL,1,198.9,691,-110.2,2.7,160,-7.6,39.1,15,140.2,0.5,3,7.125,27.9377,112.2623
winterL,1,198.9,699,-123.5,1.4,269,-7.4,335.3,7,149.6,29.3,3,7.125,21.9353,127.6647
winterL,1,198.9,707,-117.1,4.1,274,-8.8,332.1,3,145.8,30.0,3,7.125,28.9284,116.8716
winterL,1,198.9,716,-117.2,3.2,16,-12.4,328.0,2,147.2,5.2,3,7.125,36.7587,110.4413
winterL,1,198.9,725,-124.5,3.8,262,-2.8,338.7,1,153.6,23.4,3,7.125,12.6819,140.9181
winterL,1,198.9,734,-122.1,1.3,31,-8.4,333.7,16,152.1,3.9,3,7.125,29.8854,122.2146
winterL,1,198.9,744,-119.2,0.9,14,-5.9,252.3,16,149.1,4.5,3,7.125,29.1804,119.9196
winterL,1,198.9,780,-117.0,0.1,271,-5.2,327.7,2,145.8,32.3,3,7.125,30.9096,114.8904
winterL,1,198.9,783,-113.9,5.9,34,-4.5,256.2,8,143.9,3.7,3,7.125,41.7542,102.1458
winterL,1,198.9,788,-110.4,4.4,263,-8.1,90.2,3,140.4,8.8,3,7.125,56.0246,84.3754
winterL,1,198.9,794,-113.5,3.5,250,-11.4,98.0,-4,143.5,6.3,3,7.125,49.9728,93.5272
winterL,1,198.9,800,-123.2,1.9,24,-11.5,93.5,1,153.1,3.5,3,7.125,19.8657,133.2343
winterL,1,198.9,807,-117.4,0.3,259,-4.7,250.8,15,145.6,58.6,3,7.125,56.2934,89.3066
winterL,1,198.9,814,-138.4,5.4,21,-11.8,253.8,13,159.7,30.6,3,7.125,34.4767,125.2233
winterL,1,198.9,822,-131.1,3.7,266,1.5,346.3,-1,159.4,58.8,3,7.125,9.6367,149.7633
winterL,1,198.9,830,-129.8,0.1,277,-8.4,30.8,4,151.0,55.4,3,7.125,23.1494,127.8506
winterL,1,198.9,838,-133.9,5.9,34,-9.2,15.1,9,163.6,18.8,3,7.125,54.4337,109.1663
winterL,1,198.9,847,-140.0,0.1,183,-9.5,34.2,12,167.0,86.3,3,7.125,49.3781,117.6219
winterL,1,198.9,855,-153.5,4.0,141,-4.1,258.5,18,165.3,26.2,3,7.125,26.7344,138.5656
winterL,1,198.9,865,-143.1,5.0,272,-8.1,41.0,11,159.8,46.3,3,7.125,36.5706,123.2294
winterL,1,198.9,874,-153.5,3.3,46,-7.6,339.4,3,175.2,70.5,3,7.125,23.155,152.045
winterL,1,198.9,883,-152.4,1.8,273,-3.2,339.9,6,156.2,23.8,3,7.125,22.9498,133.2502
winterL,1,198.9,893,-146.4,3.9,256,-5.0,104.7,21,157.8,98.2,3,7.125,51.4956,106.3044
winterL,1,198.9,903,-159.3,2.7,265,-5.4,95.3,-25,162.1,43.5,3,7.125,57.9718,104.1282
winterL,1,198.9,913,-152.0,3.4,164,0.4,333.9,8,165.2,61.3,3,7.125,58.2181,106.9819
winterL,1,198.9,934,-151.2,4.7,173,-2.0,336.8,6,170.7,76.4,3,7.125,57.2164,113.4836
winterL,1,198.9,945,-159.6,1.3,34,-5.5,256.7,19,159.2,31.7,3,7.125,43.9601,115.2399
winterL,1,198.9,986,-143.2,0.6,258,-11.8,249.1,38,163.1,95.0,3,7.125,59.96,103.14
winterL,1,198.9,989,-133.0,5.6,267,-3.1,246.4,11,157.1,110.7,3,7.125,56.87,100.23
winterL,1,198.9,993,-124.9,5.2,257,-5.8,96.9,14,153.7,119.9,3,7.125,57.207,96.493
winterL,1,198.9,1079,-148.1,5.5,149,-1.5,336.3,15,152.4,21.2,3,7.125,62.1652,90.2348
winterL,1,198.9,1082,-136.0,0.6,159,-1.1,328.3,0,150.8,69.9,3,7.125,61.6463,89.1537
winterL,1,198.9,1368,-159.5,1.1,23,-3.4,19.2,9,177.2,166.5,3,7.125,68.6826,108.5174
winterL,1,198.9,1371,-157.1,5.2,249,-5.4,114.8,4,163.1,51.7,3,7.125,48.0332,115.0668
winterL,1,198.9,1427,-159.4,4.0,159,-0.7,251.2,5,170.0,90.9,3,7.125,2.6907,167.3093
winterL,2,10.0,33,-72.1,2.7,324,-7.7,109.0,11,101.9,1.4,3,7.125,163.8304,-61.9304
winterL,2,10.0,36,-68.9,2.2,338,-4.8,140.6,10,98.8,2.0,3,7.125,191.1504,-92.3504
