Seasonal Variation (Data Source),Simulation Run Number,T-R Separation Distance (m),Time Delay (ns),Received Power (dBm), Phase (rad),Azimuth AoD (degree),Elevation AoD (degree),Azimuth AoA (degree),Elevation AoA (degree),Path Loss (dB),RMS Delay Spread (ns),Season,Frequency,RIS Gain (dB),RIS Path Loss (dB)
SpringM,1,162.8,596,-120.6,5.5,277,-5.4,84.2,7,166.1,19.4,1,71.0,60.2677,105.8323
SpringM,1,162.8,601,-135.2,0.7,290,-3.5,95.9,-6,173.5,13.2,1,71.0,60.0636,113.4364
SpringM,1,162.8,606,-131.8,0.2,264,-5.2,81.7,-5,166.1,19.3,1,71.0,62.0051,104.0949
SpringM,1,162.8,611,-135.6,3.8,270,-6.4,86.8,5,162.6,14.4,1,71.0,62.0839,100.5161
SpringM,1,162.8,615,-130.9,3.8,272,-3.6,88.7,2,161.5,10.9,1,71.0,62.1782,99.3218
SpringM,1,162.8,620,-126.3,3.2,251,-2.8,92.8,1,173.4,33.7,1,71.0,57.9443,115.4557
SpringM,1,162.8,625,-134.4,0.0,263,-3.0,83.3,6,158.2,8.7,1,71.0,62.5322,95.6678
SpringM,1,162.8,635,-130.1,5.9,261,-6.8,90.8,6,165.9,20.5,1,71.0,61.8684,104.0316
SpringM,1,162.8,640,-138.9,5.5,277,-3.8,79.6,5,162.8,13.3,1,71.0,60.0316,102.7684
SpringM,3,294.6,985,-129.6,5.1,284,1.8,188.7,12,179.6,0.1,1,71.0,3.9905,175.6095
SpringM,3,294.6,992,-134.9,3.0,277,3.9,251.6,13,184.9,0.2,1,71.0,39.1212,145.7788
FallL,1,376.7,1256,-158.4,5.5,286,-4.2,37.2,-6,187.5,30.6,0,71.0,13.721,173.779
FallL,1,376.7,1259,-152.1,1.7,296,2.0,49.5,-2,181.9,11.1,0,71.0,15.1442,166.7558
FallL,1,376.7,1262,-149.8,4.9,283,-3.5,49.4,2,179.7,8.2,0,71.0,22.5593,157.1407
FallL,1,376.7,1335,-156.7,4.0,293,-2.8,39.1,-11,186.4,18.9,0,71.0,10.7888,175.6112
FallL,1,376.7,1359,-158.2,1.9,255,-1.3,40.0,-3,188.2,3.9,0,71.0,32.108,156.092
FallL,2,150.1,500,-149.1,1.2,16,-1.8,319.1,1,179.1,0.6,0,71.0,34.6246,144.4754
FallL,2,150.1,504,-142.9,5.4,12,-5.2,127.2,-31,172.9,0.1,0,71.0,27.0415,145.8585
FallL,2,150.1,508,-139.6,1.7,54,9.0,130.6,-11,169.6,3.7,0,71.0,14.7434,154.8566
FallL,2,150.1,513,-149.8,3.4,8,-6.5,307.0,8,179.8,1.5,0,71.0,30.9078,148.8922
FallL,2,150.1,524,-154.5,6.1,46,-0.7,122.9,-17,184.4,2.4,0,71.0,14.5165,169.8835
FallL,2,150.1,537,-152.7,1.7,345,-7.5,134.4,-14,182.6,14.1,0,71.0,55.4291,127.1709
FallL,2,150.1,543,-158.7,1.9,56,6.4,303.9,8,188.4,11.8,0,71.0,24.2883,164.1117
FallL,2,150.1,550,-153.6,3.5,53,5.3,133.9,-3,178.5,19.6,0,71.0,10.2401,168.2599
FallL,2,150.1,564,-157.0,1.5,41,4.0,313.5,4,187.0,4.2,0,71.0,2.8406,184.1594
FallL,2,150.1,579,-159.0,1.6,356,-5.3,312.1,9,188.8,38.4,0,71.0,47.2139,141.5861
FallL,3,350.7,1169,-153.3,3.0,72,-5.2,26.5,1,183.2,4.8,0,71.0,27.5824,155.6176
FallH,1,136.3,454,-121.2,4.7,329,-4.0,355.9,-10,151.2,0.0,0,71.0,59.8363,91.3637
FallH,2,358.8,1196,-155.0,1.3,105,-4.4,313.8,-2,184.5,10.1,0,71.0,34.0814,150.4186
FallH,2,358.8,1199,-149.6,1.2,117,-10.7,290.2,-5,179.6,1.0,0,71.0,38.6564,140.9436
FallH,2,358.8,1202,-153.6,5.6,110,-7.8,144.6,3,183.6,5.8,0,71.0,32.0763,151.5237
FallH,2,358.8,1205,-158.1,4.0,102,-9.1,309.9,-4,186.4,13.5,0,71.0,34.4726,151.9274
FallH,2,358.8,1258,-156.6,3.9,123,-6.1,309.8,1,186.5,10.7,0,71.0,39.4017,147.0983
FallH,3,393.5,1312,-155.8,5.4,234,-4.5,208.5,13,185.8,1.8,0,71.0,33.5039,152.2961
FallH,3,393.5,1322,-157.1,0.4,209,-0.8,260.7,8,187.1,27.0,0,71.0,23.0786,164.0214
FallH,3,393.5,1325,-155.4,1.3,226,-4.3,131.0,7,185.3,2.6,0,71.0,3.2485,182.0515
FallH,3,393.5,1328,-154.9,2.9,205,-4.9,118.6,-1,184.9,1.0,0,71.0,2.3425,182.5575
FallH,3,393.5,1336,-146.3,2.8,216,-3.6,328.0,-9,176.3,5.1,0,71.0,14.0105,162.2895
FallH,3,393.5,1454,-159.5,6.0,242,-4.8,259.8,-4,189.5,8.2,0,71.0,36.9246,152.5754
FallM,1,98.2,327,-120.5,2.4,255,-16.5,330.9,14,150.5,1.2,0,71.0,19.7776,130.7224
FallM,1,98.2,330,-117.4,4.8,200,-14.4,324.9,8,147.4,1.4,0,71.0,46.5126,100.8874
FallM,1,98.2,335,-132.0,5.8,257,-13.0,336.4,5,155.8,19.4,0,71.0,14.9884,140.8116
FallM,1,98.2,341,-121.7,4.4,255,-7.7,339.6,7,151.6,6.4,0,71.0,7.6889,143.9111
FallM,1,98.2,347,-122.9,6.1,266,-10.5,344.3,12,152.8,7.7,0,71.0,16.6135,136.1865
FallM,1,98.2,353,-136.4,0.8,63,-6.4,324.6,9,152.4,4.2,0,71.0,12.0005,140.3995
FallM,1,98.2,360,-131.3,4.1,60,-6.1,316.0,8,160.9,3.3,0,71.0,19.9363,140.9637
FallM,1,98.2,367,-117.0,2.4,63,-5.6,330.3,5,147.0,5.1,0,71.0,3.8942,143.1058
FallM,1,98.2,375,-130.5,3.5,193,-1.4,337.3,4,160.4,8.3,0,71.0,67.3742,93.0258
FallM,1,98.2,383,-131.0,1.2,184,-8.6,322.2,2,160.8,17.8,0,71.0,62.0694,98.7306
FallM,1,98.2,391,-137.1,2.5,281,-8.5,326.1,14,166.8,14.0,0,71.0,58.9814,107.8186
FallM,1,98.2,399,-150.0,2.1,199,-7.0,342.1,4,170.6,27.8,0,71.0,67.0577,103.5423
FallM,1,98.2,408,-156.9,2.2,260,-11.2,340.7,11,155.0,17.0,0,71.0,13.6053,141.3947
FallM,1,98.2,457,-141.8,2.3,185,-7.0,321.2,26,171.7,9.7,0,71.0,62.0765,109.6235
FallM,1,98.2,460,-148.2,0.7,206,-6.5,326.7,13,162.4,21.0,0,71.0,43.9672,118.4328
FallM,1,98.2,463,-151.7,3.1,275,-7.9,330.0,-1,178.0,54.1,0,71.0,49.4594,128.5406
FallM,1,98.2,467,-144.9,5.1,251,-6.5,335.9,-3,166.2,43.5,0,71.0,7.6785,158.5215
FallM,1,98.2,471,-142.6,2.2,187,-8.7,323.2,4,162.6,34.7,0,71.0,62.4515,100.1485
FallM,1,98.2,475,-132.8,3.1,262,-13.9,344.1,3,160.2,65.8,0,71.0,11.913,148.287
FallM,1,98.2,479,-150.2,0.7,182,-9.6,337.9,4,174.5,100.9,0,71.0,79.2554,95.2446
FallM,1,98.2,483,-148.1,3.6,75,-7.5,321.4,3,171.9,101.7,0,71.0,34.8191,137.0809
FallM,1,98.2,487,-134.2,3.2,65,-2.7,337.8,1,156.9,47.5,0,71.0,4.2558,152.6442
FallM,1,98.2,492,-157.3,2.2,77,-6.0,333.6,9,171.9,80.4,0,71.0,20.2329,151.6671
FallM,1,98.2,496,-150.8,5.4,72,-9.3,317.3,-13,180.0,48.0,0,71.0,36.5442,143.4558
FallM,1,98.2,501,-155.1,2.2,267,-10.9,333.3,2,170.6,49.7,0,71.0,35.2266,135.3734
FallM,1,98.2,505,-146.9,2.9,66,-8.0,339.0,2,158.3,40.8,0,71.0,4.5945,153.7055
FallM,1,98.2,510,-155.4,1.5,205,-6.5,325.2,0,164.4,17.5,0,71.0,44.2525,120.1475
FallM,1,98.2,514,-149.8,4.8,51,-8.7,336.1,13,174.2,70.7,0,71.0,22.9562,151.2438
FallM,1,98.2,519,-156.3,1.7,249,-10.5,327.8,-17,182.4,90.0,0,71.0,17.1524,165.2476
FallM,1,98.2,524,-155.5,3.3,279,-10.0,345.9,7,176.6,62.2,0,71.0,34.7191,141.8809
FallM,1,98.2,597,-142.3,4.0,76,-12.1,323.7,7,170.1,117.5,0,71.0,34.6071,135.4929
FallM,1,98.2,600,-150.3,0.5,192,-5.0,327.0,5,165.5,56.3,0,71.0,64.5681,100.9319
FallM,1,98.2,605,-156.7,1.3,77,-3.6,337.0,6,173.8,118.2,0,71.0,15.8886,157.9114
FallM,1,98.2,610,-145.9,2.3,75,-6.4,340.3,6,171.7,116.0,0,71.0,7.5125,164.1875
FallM,1,98.2,616,-142.8,2.7,186,-10.7,345.4,3,172.2,80.6,0,71.0,86.0301,86.1699
FallM,1,98.2,622,-151.3,4.8,66,-9.3,342.7,13,173.0,96.9,0,71.0,10.7488,162.2512
FallM,1,98.2,642,-157.0,6.0,197,-9.0,345.2,-4,178.5,109.6,0,71.0,78.9307,99.5693
FallM,1,98.2,657,-159.2,3.3,70,-7.6,327.1,4,155.0,14.0,0,71.0,20.8578,134.1422
FallM,2,173.9,580,-128.0,1.8,79,-5.3,96.7,-3,158.0,2.1,0,71.0,55.4272,102.5728
FallM,2,173.9,582,-134.7,1.5,228,-10.5,106.6,4,164.7,0.9,0,71.0,30.3379,134.3621
FallM,2,173.9,644,-137.7,1.3,300,-17.2,280.6,9,167.7,1.6,0,71.0,56.3168,111.3832
FallM,2,173.9,647,-151.5,2.2,229,-4.7,290.5,5,181.3,16.1,0,71.0,28.5238,152.7762
FallM,2,173.9,650,-144.8,3.4,229,-10.0,77.0,1,174.8,7.5,0,71.0,52.8443,121.9557
FallM,2,173.9,653,-152.6,0.8,97,-7.7,92.2,9,182.3,19.2,0,71.0,59.7112,122.5888
FallM,2,173.9,656,-146.2,1.2,205,-5.0,89.5,14,176.0,6.0,0,71.0,25.8276,150.1724
FallM,2,173.9,660,-154.1,3.1,296,-15.8,86.0,6,183.9,7.7,0,71.0,52.0379,131.8621
FallM,2,173.9,663,-146.1,2.6,309,-9.6,298.9,6,176.1,9.5,0,71.0,59.2274,116.8726
FallM,2,173.9,667,-144.1,4.6,212,-11.0,87.3,7,174.0,6.4,0,71.0,34.302,139.698
FallM,2,173.9,671,-152.6,1.9,222,-1.5,304.8,11,182.0,6.9,0,71.0,7.5639,174.4361
FallM,2,173.9,674,-150.1,5.1,90,-7.7,283.6,10,178.4,69.5,0,71.0,58.7277,119.6723
FallM,2,173.9,678,-147.0,5.7,315,-11.2,92.8,5,176.9,9.3,0,71.0,44.8314,132.0686
FallM,2,173.9,682,-149.2,4.8,304,-8.4,103.4,5,179.1,16.0,0,71.0,56.737,122.363
FallM,2,173.9,686,-153.9,2.1,220,-2.6,298.1,8,182.7,9.8,0,71.0,12.5182,170.1818
FallM,2,173.9,693,-159.1,0.2,91,-8.4,83.8,9,187.8,32.5,0,71.0,60.3947,127.4053
FallM,2,173.9,705,-154.3,0.3,80,-10.6,96.5,3,167.1,17.0,0,71.0,58.6422,108.4578
FallM,2,173.9,709,-157.9,0.3,218,-8.4,76.0,0,186.1,28.1,0,71.0,48.2705,137.8295
FallM,2,173.9,713,-147.3,0.2,313,-13.1,78.5,3,177.3,3.7,0,71.0,35.627,141.673
FallM,2,173.9,721,-159.8,3.3,225,-3.9,286.5,10,185.8,40.5,0,71.0,29.3654,156.4346
FallM,2,173.9,803,-156.6,4.6,85,-1.4,288.7,8,184.8,80.7,0,71.0,58.1415,126.6585
FallM,2,173.9,823,-146.5,5.1,96,-10.9,283.8,6,176.2,41.9,0,71.0,63.3814,112.8186
FallM,3,261.0,870,-146.9,6.1,328,-4.2,133.2,-15,176.9,0.8,0,71.0,44.5875,132.3125
FallM,3,261.0,877,-158.1,6.0,316,-3.8,257.1,-6,185.4,19.0,0,71.0,23.8823,161.5177
FallM,3,261.0,883,-142.1,3.8,290,-7.8,245.9,-2,172.1,0.2,0,71.0,33.2759,138.8241
FallM,3,261.0,888,-150.2,4.9,306,-7.0,254.5,-5,180.0,7.1,0,71.0,28.8981,151.1019
FallM,3,261.0,894,-153.3,0.4,306,-9.3,241.8,5,183.3,1.1,0,71.0,20.2482,163.0518
FallM,3,261.0,900,-152.9,3.7,318,-5.2,263.2,2,182.6,6.8,0,71.0,26.8757,155.7243
FallM,3,261.0,914,-156.3,3.2,314,-9.8,249.3,-8,185.5,10.6,0,71.0,20.0262,165.4738
FallM,3,261.0,936,-155.0,4.1,329,-5.8,134.9,3,184.7,8.5,0,71.0,45.8091,138.8909
FallL,1,409.2,1364,-117.5,5.9,38,-0.8,273.2,6,147.5,1.4,0,7.125,20.7757,126.7243
FallL,1,409.2,1368,-121.2,4.3,50,0.2,62.6,12,151.2,1.6,0,7.125,35.5704,115.6296
FallL,1,409.2,1374,-126.3,4.8,41,-5.6,174.5,-7,156.3,0.7,0,7.125,25.1359,131.1641
FallL,1,409.2,1383,-128.8,4.7,49,-2.8,272.9,-7,158.5,4.4,0,7.125,26.3848,132.1152
FallL,1,409.2,1393,-136.1,2.5,48,-1.0,267.0,-5,161.6,8.5,0,7.125,28.5449,133.0551
FallL,1,409.2,1404,-128.3,4.1,52,0.0,155.9,-9,158.3,2.5,0,7.125,8.8535,149.4465
FallL,1,409.2,1416,-138.6,1.1,31,-4.7,58.2,2,168.5,7.6,0,7.125,32.8995,135.6005
FallL,1,409.2,1429,-145.7,4.4,21,-2.9,67.8,4,175.6,9.6,0,7.125,25.4219,150.1781
FallL,1,409.2,1443,-137.3,0.2,50,-0.2,274.3,5,161.4,34.4,0,7.125,26.6916,134.7084
FallL,1,409.2,1458,-150.9,1.7,38,-10.2,265.6,-1,170.1,26.6,0,7.125,25.2621,144.8379
FallL,1,409.2,1473,-157.4,0.3,14,-9.7,177.4,3,187.0,28.4,0,7.125,36.065,150.935
FallL,1,409.2,1542,-158.1,2.0,48,-3.2,60.9,7,155.7,4.4,0,7.125,37.4428,118.2572
FallL,2,360.5,1202,-112.2,4.1,255,-14.3,129.8,12,142.2,0.3,0,7.125,22.3668,119.8332
FallL,2,360.5,1204,-128.7,3.8,279,-4.5,126.7,5,158.7,1.7,0,7.125,34.3775,124.3225
FallL,2,360.5,1258,-132.5,2.4,106,-15.2,165.8,12,162.4,1.6,0,7.125,19.8751,142.5249
FallL,2,360.5,1262,-124.3,0.9,114,-6.8,160.2,4,154.3,1.4,0,7.125,27.3827,126.9173
FallL,2,360.5,1269,-129.2,0.2,102,-10.2,55.1,1,159.2,0.6,0,7.125,27.0924,132.1076
FallL,2,360.5,1279,-131.4,2.6,257,-13.2,150.9,12,161.1,19.5,0,7.125,11.0309,150.0691
FallL,2,360.5,1290,-136.6,1.2,103,-10.7,348.8,8,166.6,2.4,0,7.125,16.3628,150.2372
FallL,2,360.5,1302,-132.9,4.6,268,-15.2,165.5,12,162.9,3.8,0,7.125,8.6725,154.2275
FallL,2,360.5,1316,-124.6,2.3,118,-5.3,211.6,4,154.6,1.5,0,7.125,2.5271,152.0729
FallL,2,360.5,1331,-145.8,5.3,265,-5.5,54.1,1,175.5,20.2,0,7.125,34.6969,140.8031
FallL,2,360.5,1347,-147.7,4.6,117,-6.5,339.1,9,176.3,29.3,0,7.125,30.1531,146.1469
FallL,2,360.5,1365,-143.8,3.6,274,-8.0,215.1,15,173.7,18.2,0,7.125,21.1091,152.5909
FallL,2,360.5,1383,-148.6,1.1,129,-13.3,329.5,9,178.5,14.0,0,7.125,38.4925,140.0075
FallL,2,360.5,1402,-158.3,6.0,269,-6.0,125.5,5,170.8,26.4,0,7.125,33.2279,137.5721
FallL,3,219.0,730,-129.7,5.2,278,-13.7,357.0,5,159.6,12.0,0,7.125,9.7141,149.8859
FallL,3,219.0,733,-121.2,0.1,268,-11.0,355.7,-10,151.2,7.5,0,7.125,2.0455,149.1545
FallL,3,219.0,737,-125.5,5.4,270,-15.4,1.4,6,155.4,8.1,0,7.125,1.2472,154.1528
FallL,3,219.0,742,-129.8,0.5,305,-2.6,2.2,0,159.8,1.0,0,7.125,27.706,132.094
FallL,3,219.0,791,-121.1,4.2,282,-10.6,242.5,6,151.1,3.1,0,7.125,40.2082,110.8918
FallL,3,219.0,794,-129.4,3.1,273,-15.0,252.5,5,159.1,19.8,0,7.125,48.8638,110.2362
FallL,3,219.0,796,-134.5,1.4,269,-14.9,159.9,2,164.4,14.7,0,7.125,17.083,147.317
FallL,3,219.0,799,-132.9,3.6,280,-8.0,251.8,10,160.5,12.5,0,7.125,46.0619,114.4381
FallL,3,219.0,802,-134.8,0.8,264,-8.0,359.7,-7,156.2,23.8,0,7.125,5.1969,151.0031
FallL,3,219.0,805,-135.1,4.2,284,-8.8,146.3,4,164.9,11.2,0,7.125,38.7445,126.1555
FallL,3,219.0,807,-134.2,3.8,291,-11.8,1.2,-6,164.1,3.2,0,7.125,17.7576,146.3424
FallL,3,219.0,810,-141.3,0.4,291,-4.2,347.8,4,168.5,5.3,0,7.125,28.7371,139.7629
FallL,3,219.0,813,-143.2,0.4,277,-8.0,15.4,-5,170.4,47.0,0,7.125,7.6753,162.7247
FallL,3,219.0,816,-137.0,1.0,293,-8.4,254.8,6,166.0,32.3,0,7.125,41.3358,124.6642
FallL,3,219.0,818,-128.7,0.1,290,-9.5,355.4,9,158.6,8.7,0,7.125,21.9126,136.6874
FallL,3,219.0,821,-142.6,2.7,267,-8.8,1.3,7,161.3,26.2,0,7.125,3.9512,157.3488
FallL,3,219.0,882,-140.0,5.2,277,-11.1,8.4,7,167.2,71.4,0,7.125,1.3168,165.8832
FallL,3,219.0,885,-136.1,3.9,280,-9.8,170.5,7,165.9,18.3,0,7.125,18.0107,147.8893
FallL,3,219.0,888,-138.5,3.3,273,-9.0,255.3,5,162.7,43.0,0,7.125,51.4575,111.2425
FallL,3,219.0,892,-138.5,5.4,279,-11.7,249.4,-1,162.2,43.4,0,7.125,47.0336,115.1664
FallL,3,219.0,895,-134.7,0.6,322,1.0,143.1,19,164.7,1.1,0,7.125,54.142,110.558
FallL,3,219.0,899,-139.3,5.7,291,-13.1,255.5,3,167.0,42.3,0,7.125,44.1499,122.8501
FallL,3,219.0,903,-143.2,0.7,276,-7.6,17.8,-6,170.4,48.1,0,7.125,11.106,159.294
FallL,3,219.0,907,-143.3,3.2,284,-10.3,131.9,12,172.5,42.4,0,7.125,48.066,124.434
FallL,3,219.0,911,-149.7,0.9,283,-5.8,173.2,-7,177.9,54.9,0,7.125,18.4498,159.4502
FallL,3,219.0,915,-148.0,3.5,285,-7.3,159.6,7,175.6,52.2,0,7.125,31.5969,144.0031
FallL,3,219.0,919,-152.5,0.0,265,-9.2,3.5,6,162.9,29.7,0,7.125,8.0739,154.8261
FallL,3,219.0,923,-148.2,4.8,260,-13.2,0.5,-11,177.7,55.2,0,7.125,9.9687,167.7313
FallL,3,219.0,927,-152.8,5.3,292,-9.9,134.7,9,178.5,46.5,0,7.125,50.5373,127.9627
FallL,3,219.0,931,-151.7,5.8,273,-15.7,152.2,-3,174.4,59.9,0,7.125,28.0903,146.3097
FallL,3,219.0,935,-150.4,6.2,272,-5.7,169.7,3,175.0,55.8,0,7.125,11.7034,163.2966
FallL,3,219.0,939,-157.0,3.2,279,-5.7,352.5,11,171.4,50.9,0,7.125,15.6255,155.7745
FallL,3,219.0,943,-151.1,1.7,267,-9.3,161.6,6,170.0,45.2,0,7.125,14.6308,155.3692
FallL,3,219.0,948,-150.1,0.6,288,-7.2,143.6,9,171.7,51.3,0,7.125,44.8778,126.8222
FallH,1,136.3,454,-87.2,4.7,329,-4.0,355.9,-10,117.2,0.0,0,7.125,59.8363,57.3637
FallH,2,358.8,1196,-120.6,1.3,105,-4.4,313.8,-2,150.1,10.1,0,7.125,34.0814,116.0186
FallH,2,358.8,1199,-115.2,1.2,117,-10.7,290.2,-5,145.2,1.0,0,7.125,38.6564,106.5436
FallH,2,358.8,1202,-119.2,5.6,110,-7.8,144.6,3,149.2,5.8,0,7.125,32.0763,117.1237
FallH,2,358.8,1205,-123.7,4.0,102,-9.1,309.9,-4,152.0,13.5,0,7.125,34.4726,117.5274
FallH,2,358.8,1258,-122.2,3.9,123,-6.1,309.8,1,152.1,10.7,0,7.125,39.4017,112.6983
FallH,2,358.8,1261,-129.9,4.1,97,-12.8,153.2,0,159.9,12.2,0,7.125,22.0955,137.8045
FallH,2,358.8,1264,-134.0,1.1,107,-8.1,130.2,-1,163.7,18.2,0,7.125,36.5422,127.1578
FallH,2,358.8,1267,-125.8,3.9,115,-10.4,312.7,-8,155.4,16.9,0,7.125,37.9115,117.4885
FallH,2,358.8,1270,-130.2,5.5,82,-6.4,303.8,-10,160.2,2.4,0,7.125,29.6949,130.5051
FallH,2,358.8,1273,-139.5,1.1,114,-8.7,156.2,4,164.7,52.5,0,7.125,29.5371,135.1629
FallH,2,358.8,1276,-140.3,4.1,98,0.5,146.7,14,170.1,12.2,0,7.125,26.3406,143.7594
FallH,2,358.8,1279,-139.0,5.6,100,-6.2,140.2,5,164.0,43.5,0,7.125,30.5121,133.4879
FallH,2,358.8,1282,-130.1,1.6,81,-8.6,143.6,18,160.0,0.9,0,7.125,18.4016,141.5984
FallH,2,358.8,1285,-132.7,3.7,121,-4.8,141.9,5,161.0,38.7,0,7.125,37.3909,123.6091
FallH,2,358.8,1288,-136.9,3.1,131,-7.4,315.8,-5,164.4,18.7,0,7.125,39.922,124.478
FallH,2,358.8,1291,-139.1,5.3,112,-7.0,140.8,-2,154.4,17.0,0,7.125,35.1405,119.2595
FallH,2,358.8,1401,-138.7,0.3,106,-10.7,158.1,2,166.1,83.8,0,7.125,25.4929,140.6071
FallH,2,358.8,1404,-132.7,4.6,93,-6.9,313.1,1,160.9,95.0,0,7.125,31.7735,129.1265
FallH,2,358.8,1409,-137.6,3.5,116,-5.0,304.3,-2,160.6,65.8,0,7.125,41.1661,119.4339
FallH,2,358.8,1415,-146.9,2.7,118,-7.7,310.5,-1,154.5,22.5,0,7.125,40.6903,113.8097
FallH,2,358.8,1421,-146.6,4.9,124,-13.2,132.4,2,174.4,95.6,0,7.125,41.3066,133.0934
FallH,2,358.8,1428,-144.1,2.5,100,-5.9,317.1,-5,156.1,38.3,0,7.125,33.3738,122.7262
FallH,2,358.8,1435,-151.6,2.2,108,-6.2,133.6,9,167.9,53.0,0,7.125,37.8162,130.0838
FallH,2,358.8,1443,-144.8,4.1,116,-5.8,315.2,8,165.7,70.4,0,7.125,39.6963,126.0037
FallH,2,358.8,1451,-151.6,2.5,93,-9.3,142.5,5,172.9,73.7,0,7.125,27.3653,145.5347
FallH,2,358.8,1459,-147.4,1.1,107,-8.5,328.7,-16,174.4,127.8,0,7.125,31.5365,142.8635
FallH,2,358.8,1467,-159.8,0.3,121,-5.4,312.6,-9,160.4,16.9,0,7.125,41.475,118.925
FallH,2,358.8,1485,-151.4,5.7,100,-6.0,134.0,4,169.7,67.8,0,7.125,35.2911,134.4089
FallH,3,393.5,1312,-121.4,5.4,234,-4.5,208.5,13,151.4,1.8,0,7.125,33.5039,117.8961
FallH,3,393.5,1314,-129.7,3.0,236,-4.9,267.0,6,159.0,32.5,0,7.125,31.838,127.162
FallH,3,393.5,1317,-134.4,0.9,226,-1.2,207.5,29,164.2,4.8,0,7.125,35.2572,128.9428
FallH,3,393.5,1320,-127.1,1.5,232,-4.0,131.2,-3,156.5,3.2,0,7.125,6.9731,149.5269
FallH,3,393.5,1322,-122.7,0.4,209,-0.8,260.7,8,152.6,27.0,0,7.125,23.0786,129.5214
FallH,3,393.5,1325,-120.9,1.3,226,-4.3,131.0,7,150.9,2.6,0,7.125,3.2485,147.6515
FallH,3,393.5,1328,-120.5,2.9,205,-4.9,118.6,-1,150.5,1.0,0,7.125,2.3425,148.1575
FallH,3,393.5,1330,-131.0,2.9,228,-4.0,271.8,7,160.1,39.9,0,7.125,26.9437,133.1563
FallH,3,393.5,1333,-135.3,2.2,219,-9.7,117.3,4,164.7,5.8,0,7.125,7.5773,157.1227
FallH,3,393.5,1336,-111.9,2.8,216,-3.6,328.0,-9,141.9,5.1,0,7.125,14.0105,127.8895
FallH,3,393.5,1339,-134.3,2.1,230,-6.6,120.3,8,162.4,10.2,0,7.125,12.6194,149.7806
FallH,3,393.5,1342,-136.1,3.6,221,-1.1,327.5,-6,146.2,4.7,0,7.125,10.6423,135.5577
FallH,3,393.5,1344,-129.7,6.2,205,-0.2,5.3,13,159.7,3.4,0,7.125,35.2997,124.4003
FallH,3,393.5,1347,-139.8,4.5,212,-3.7,338.9,-2,162.3,32.0,0,7.125,22.5334,139.7666
FallH,3,393.5,1350,-138.2,2.3,226,-7.3,326.9,-2,159.7,19.9,0,7.125,7.1033,152.5967
FallH,3,393.5,1353,-144.1,3.6,223,-0.4,10.9,6,172.0,14.7,0,7.125,31.8514,140.1486
FallH,3,393.5,1355,-136.9,2.4,222,-5.3,207.3,-16,166.3,8.5,0,7.125,36.3915,129.9085
FallH,3,393.5,1358,-143.3,2.3,233,-1.5,260.9,-9,165.9,43.9,0,7.125,33.2809,132.6191
FallH,3,393.5,1361,-134.9,2.7,228,-3.3,253.8,8,164.4,20.5,0,7.125,33.9358,130.4642
FallH,3,393.5,1364,-136.9,4.7,242,-9.4,119.5,4,166.7,11.2,0,7.125,20.2714,146.4286
FallH,3,393.5,1367,-143.2,2.3,223,-8.0,132.7,16,165.3,19.8,0,7.125,0.1977,165.1023
FallH,3,393.5,1370,-141.9,3.9,232,-6.4,253.9,6,166.8,39.4,0,7.125,35.0708,131.7292
FallH,3,393.5,1372,-143.9,5.4,212,-3.3,331.0,-4,147.5,20.8,0,7.125,18.3364,129.1636
FallH,3,393.5,1375,-140.2,0.8,234,-5.8,270.2,5,159.6,34.7,0,7.125,30.549,129.051
FallH,3,393.5,1378,-146.0,1.1,217,-2.2,6.7,10,169.6,19.6,0,7.125,32.7158,136.8842
FallH,3,393.5,1454,-125.1,6.0,242,-4.8,259.8,-4,155.1,8.2,0,7.125,36.9246,118.1754
FallH,3,393.5,1586,-146.3,6.1,208,-4.1,210.1,9,173.2,129.3,0,7.125,40.2983,132.9017
FallH,3,393.5,1589,-138.5,1.6,210,-2.3,329.5,-4,149.6,28.9,0,7.125,19.8744,129.7256
FallH,3,393.5,1593,-144.2,1.8,237,-4.3,322.1,-4,171.6,129.2,0,7.125,3.4515,168.1485
FallH,3,393.5,1598,-156.9,5.3,226,-2.9,253.1,11,165.7,23.1,0,7.125,36.0231,129.6769
FallH,3,393.5,1603,-144.9,5.0,213,-5.0,125.5,13,170.1,127.1,0,7.125,1.7676,168.3324
FallH,3,393.5,1608,-141.9,2.3,227,-4.4,266.3,3,163.2,97.5,0,7.125,31.4045,131.7955
FallH,3,393.5,1614,-141.5,2.3,208,-0.1,260.7,4,154.3,39.9,0,7.125,24.6352,129.6648
FallH,3,393.5,1620,-149.5,1.7,224,-5.1,355.5,16,174.8,136.6,0,7.125,26.9839,147.8161
FallH,3,393.5,1626,-143.7,1.6,216,-4.5,324.3,1,154.7,35.8,0,7.125,12.8088,141.8912
FallH,3,393.5,1633,-150.2,6.2,238,-4.5,253.0,2,166.3,52.8,0,7.125,39.4824,126.8176
FallH,3,393.5,1639,-143.5,0.3,234,-3.3,330.6,-2,170.5,149.9,0,7.125,4.7061,165.7939
FallH,3,393.5,1646,-156.5,4.2,232,-3.8,127.8,11,158.8,14.1,0,7.125,10.0643,148.7357
FallH,3,393.5,1653,-157.1,3.2,214,-4.1,19.7,8,172.0,56.6,0,7.125,39.8354,132.1646
FallH,3,393.5,1660,-159.3,0.7,203,-7.3,317.2,8,180.2,110.4,0,7.125,16.8852,163.3148
